REGION,CIRCONSCRIPTION,,NB BV,INSCRITS,VOTANTS,TAUX DE PART.,BULL. NULS,SUF. EXPRIMES,BULL. BLANCS,,GROUPEMENTS / PARTIS POLITIQUES,CANDIDATS / LISTES DE CANDIDATS,SCORES,%,
,,,,,,,,,NOMBRE,%,,,,,
PORO,163,"BORON, DIKODOUGOU ET GUIEMBE, COMMUNES ET SOUS-PREFECTURES",103,28 727,13999,"48,73%",246,13 753,363,"2,64%",RHDP,COULIBALY ISSA,6 287,"45,71%",ELU(E)
,,,,,,,,,,,INDEPENDANT,BAKAYOKO DAOUDA TENEMANGAN,3 849,"27,99%",
,,,,,,,,,,,INDEPENDANT,SORO KADOGNON CHARLES,243,"1,77%",
,,,,,,,,,,,INDEPENDANT,AMINATA OUATTARA,3 011,"21,89%",
,164,"BOUGOU, KATOGO ET M'BENGUE, COMMUNES ET SOUS-PREFECTURES",102,32 495,20095,"61,84%",218,19 877,640,"3,22%",INDEPENDANT,SORO NGOLOGNINHE MAMADOU,7 806,"39,27%",
,,,,,,,,,,,RHDP,COULIBALY ALI KADER,11 349,"57,10%",ELU(E)
,,,,,,,,,,,INDEPENDANT,DIABATE HAMIDOU,82,"0,41%",
,165,"KATIALI ET NIOFOIN, COMMUNES ET SOUS-PREFECTURES",61,16 977,11753,"69,23%",267,11 486,225,"1,96%",RHDP,SORO FOBEH,4 605,"40,09%",
,,,,,,,,,,,INDEPENDANT,SORO ZANA,6 656,"57,95%",ELU(E)
,166,"DASSOUNGBOHO ET TIORONIARADOUGOU, COMMUNES ET SOUS-PREFECTURES",44,14 548,7943,"54,60%",153,7 790,179,"2,30%",INDEPENDANT,YEO YALLAMISSA,497,"6,38%",
,,,,,,,,,,,INDEPENDANT,COULIBALY DIEUDONNE NANGA,3 022,"38,79%",
,,,,,,,,,,,RHDP,BAMBA KASSOUM,4 092,"52,53%",ELU(E)
,167,"KARAKORO ET KOMBORODOUGOU, COMMUNES ET SOUS-PREFECTURES",76,19 557,11288,"57,72%",151,11 137,118,"1,06%",INDEPENDANT,OUATTARA ADAMA BEMITIAN,6 484,"58,22%",ELU(E)
,,,,,,,,,,,RHDP,TUO SERIBA,4 535,"40,72%",
,168,"KANOROBA, NAFOUN ET SIRASSO, COMMUNES ET SOUS-PREFECTURES",66,21 203,12611,"59,48%",205,12 406,337,"2,72%",INDEPENDANT,SIRIKI SEKONGO PELEMON,2 868,"23,12%",
,,,,,,,,,,,INDEPENDANT,SILUE NANZOUAN PATRICE,2 109,"17,00%",
,,,,,,,,,,,RHDP,SORO KANIGUI MAMADOU,7 092,"57,17%",ELU(E)
,169,"KIEMOU ET NAPIE, COMMUNES ET SOUS-PREFECTURES",73,21 396,9378,"43,83%",135,9 243,168,"1,82%",INDEPENDANT,SORO SETIENGOLO,1 568,"16,96%",
,,,,,,,,,,,RHDP,SOULEYMANE SILUE,4 544,"49,16%",ELU(E)
,,,,,,,,,,,INDEPENDANT,SORO PENATIRGUE,2 963,"32,06%",
,170,"KOMBOLOKOURA, KONI ET LATAHA, COMMUNES ET SOUS-PREFECTURES, KORHOGO SOUS-PREFECTURE",106,34 511,32994,"95,60%",12,32 982,1,"0,00%",RHDP,AMADOU COULIBALY,32 981,"100,00%",ELU(E)
,171,"KORHOGO, VILLE",371,149 223,142250,"95,33%",258,141 992,108,"0,08%",RHDP,UNE CÔTE D'IVOIRE EN PAIX PROSPERE ET SOLIDAIRE,141 884,"99,92%",ELU(E)
,172,"KAGBOLODOUGOU, SEDIOGO ET SINEMATIALI, COMMUNES ET SOUS-PREFECTURES",93,30 231,29595,"97,90%",68,29 527,13,"0,04%",RHDP,SARASSORO GBOROTON FIDELE,29 514,"99,96%",ELU(E)
SAN-PEDRO,173,"DOBA ET GABIADJI, COMMUNES ET SOUS-PREFECTURES, SAN PEDRO, SOUS-PREFECTURE",166,46 381,11310,"24,38%",498,10 812,130,"1,20%",INDEPENDANT,JEUNESSE NOUVELLE VISION,2 038,"18,85%",
,,,,,,,,,,,INDEPENDANT,LA VOIX DU PAYSAN POUR UN AVENIR MEILLEUR,415,"3,84%",
,,,,,,,,,,,RHDP,UNE COTE DIVOIRE EN PAIX PROSPERE ET SOLIDAIRE,4 071,"37,65%",ELU(E)
,,,,,,,,,,,INDEPENDANT,UNIS AUTOUR DUNE VISION NOUVELLE DE DEVELOPPEMENT,295,"2,73%",
,,,,,,,,,,,INDEPENDANT,ENSEMBLE POUR LE DEVELOPPEMENT DE GABIADJI DOBA,545,"5,04%",
,,,,,,,,,,,CODE,ENSEMBLE OSONS LE CHANGEMENT,189,"1,75%",
,,,,,,,,,,,PDCI-RDA,TOUS ENSEMBLE POUR LA CÔTE DIVOIRE,3 129,"28,94%",
,174,"DOGBO ET GRAND-BEREBY, COMMUNES ET SOUS-PREFECTURES",102,28 569,7631,"26,71%",191,7 440,49,"0,66%",INDEPENDANT,BOGA TOILY,369,"4,96%",
,,,,,,,,,,,RHDP,KONAN KOUAME ARMAND,4 970,"66,80%",ELU(E)
,,,,,,,,,,,INDEPENDANT,YAO KOUAME BOB,339,"4,56%",
,,,,,,,,,,,PDCI-RDA,GNEPO TAKOUO VINCENT CHARLES,1 713,"23,02%",
